읍면,급사면px,물리_임계비율,평균경사,급사면비율,평균dNBR,흉터비율,평균토심,평균m0,y
금서면,37370,0.0,25.403557372278218,0.93425,-0.1563766382088646,0.0022745517795022745,0.7493377042512126,0.17173668983880133,0
금서면,35480,0.0,25.029374376359357,0.887,-0.1422489939791186,0.003015783540022548,0.6636189401540338,0.1857299919167729,0
금서면,13072,0.0,19.04007024754801,0.3268,-0.37698048946071744,0.0007649938800489596,0.7431380089003059,0.21901010198181214,0
금서면,3153,0.0009514747859181732,21.875465974102994,0.07843283582089552,-0.304450882185655,0.0,0.8032825960834707,0.23149381890358942,0
생초면,24058,0.00016626485992185552,25.093612049372975,0.60145,-0.18626318343430828,0.0009560229445506692,0.7746529247172308,0.11394131046089857,0
생초면,22165,0.004872546808030679,25.247939632569803,0.554125,-0.3078411468817849,0.0,0.790868490682938,0.13548161714307724,0
생초면,16085,0.005346596207646876,22.509557653977925,0.402125,-0.3713663305955931,0.0012433944668946222,0.7947777484435637,0.15190239538492756,0
시천면,34791,0.0,30.76685121034679,0.9252925531914894,-0.3135311625095582,0.0,0.7127389269358284,0.10863729287230689,0
시천면,27713,0.0004330097788041713,27.517822992486362,0.692825,-0.28149561054428046,0.0001443365929347238,0.7422040211469579,0.14668026097984277,0
시천면,13478,0.14519958450808726,27.329593341452092,0.33695,0.13394804497213475,0.4722510758272741,0.690977892100298,0.16684968439089048,0
시천면,34679,0.20611897690244818,29.833702917243926,0.866975,0.3833012452431182,0.7197439372530926,0.7118169503859739,0.15386545440324048,0
시천면,37323,0.07981673498914878,31.23811072006207,0.933075,0.03663483627552852,0.39042949387776976,0.7149076972191597,0.1130857666060031,0
시천면,38012,0.16084394401767863,33.10491841800035,0.9503,0.056363219461477695,0.4409133957697569,0.7455592969979133,0.10114963846399755,0
시천면,38866,0.00030875315185509186,34.90886671053721,0.97165,-0.21427262791342241,0.008567899963978798,0.7355413470628706,0.11070087137022708,0
시천면,38401,0.0006770657014140256,35.26503799861957,0.960025,-0.3283527901722384,0.001588500299471368,0.5965925372964513,0.11185646373944955,0
삼장면,33089,0.003143038471999758,34.07698226929749,0.8231094527363184,-0.2239209229597126,6.044304753845689e-05,0.6051845027454067,0.1776421194321755,0
삼장면,37214,0.002794647175794056,35.59834279684478,0.93035,-0.33778839029573515,8.061482237867469e-05,0.6664024294383702,0.18666093683853996,0
삼장면,36756,0.00416258570029383,35.39538966687022,0.9189,-0.295933162184348,5.441288497116117e-05,0.627972304079524,0.1812329986740286,0
삼장면,39457,0.002813189041234762,37.202331468162704,0.986425,-0.27162595963733077,0.0,0.7343880681080128,0.1582330155114152,0
삼장면,39093,0.0,35.45689528089612,0.977325,-0.3742231733844099,0.0,0.6763320803105582,0.10165247126635778,0
삼장면,38898,0.0,34.09185988652111,0.97245,-0.40954435475362927,0.0,0.6625469173107689,0.11484652338341193,0
삼장면,32905,0.004041938915058501,33.87941455855556,0.822625,-0.32968094317899577,0.0,0.507193436188876,0.16044674308226475,0
삼장면,37124,5.3873505010235965e-05,34.20123235727998,0.9281,-0.3414264815876,0.0,0.21809611285430272,0.10651869569349079,0
삼장면,39179,0.0,33.823039608906726,0.979475,-0.2930980711528556,0.030756272492917125,0.2207764392238642,0.10377753542935325,0
삼장면,38632,0.0,33.20814561108226,0.9609950248756219,-0.20898809481446012,0.027516048871401945,0.2055575716326414,0.10255228978658677,0
금서면,35774,0.003102812098171857,31.740671396881964,0.89435,-0.35222517486899496,0.0022083077095096998,0.3197643563568729,0.1321462537536628,0
금서면,35457,0.0011845333784584143,31.933147812782618,0.886425,-0.3270050698018817,0.003074146148856361,0.49657472538889896,0.16694729100504843,0
금서면,26969,0.002336015425117728,28.552746311081517,0.674225,-0.3066248560338837,0.0005932737587600579,0.718747452263895,0.19648114838458358,0
